quote_date,240020_Nav,519069_Nav,460005_Nav,161005_Nav,166005_Nav,163412_Nav,002001_Nav
2017-01-11,1.7350,3.2490,3.3095,4.3581,2.2530,3.6140,4.0370
2017-01-10,1.7420,3.2710,3.3293,4.3747,2.2720,3.6450,4.0440
2017-01-09,1.7460,3.2740,3.3348,4.3793,2.2750,3.6530,4.0440
2017-01-06,1.7430,3.2580,3.3197,4.3775,2.2610,3.6430,4.0400
2017-01-05,1.7510,3.2740,3.3303,4.3879,2.2720,3.6610,4.0430
2017-01-04,1.7520,3.2710,3.3257,4.3913,2.2750,3.6580,4.0450
2017-01-03,1.7440,3.2540,3.3028,4.3657,2.2430,3.6370,4.0390
2016-12-31,1.7340,3.2440,3.2684,4.3510,2.2220,3.6220,4.0310
2016-12-30,1.7340,3.2440,3.2685,4.3511,2.2220,3.6230,4.0310
2016-12-29,1.7270,3.2340,3.2593,4.3443,2.2040,3.6150,4.0290
2016-12-28,1.7300,3.2280,3.2607,4.3476,2.2070,3.6260,4.0300
2016-12-27,1.7320,3.2350,3.2661,4.3580,2.2150,3.6370,4.0330
2016-12-26,1.7320,3.2330,3.2628,4.3588,2.2160,3.6340,4.0320
2016-12-23,1.7300,3.2210,3.2467,4.3592,2.2040,3.6240,4.0290
2016-12-22,1.7370,3.2350,3.2704,4.3725,2.2230,3.6510,4.0330
2016-12-21,1.7400,3.2380,3.2668,4.3754,2.2210,3.6530,4.0330
2016-12-20,1.7340,3.2200,3.2444,4.3638,2.1960,3.6320,4.0260
2016-12-19,1.7350,3.2340,3.2364,4.3694,2.2150,3.6450,4.0290
2016-12-16,1.7360,3.2340,3.2391,4.3683,2.2150,3.6530,4.0310
2016-12-15,1.7260,3.2270,3.2102,4.3592,2.2150,3.6260,4.0280
2016-12-14,1.7280,3.2370,3.1899,4.3569,2.2460,3.6280,4.0340
2016-12-13,1.7390,3.2480,3.2024,4.3679,2.2550,3.6470,4.0380
2016-12-12,1.7400,3.2510,3.1974,4.3582,2.2490,3.6320,4.0390
2016-12-09,1.7810,3.3260,3.3282,4.4182,2.2990,3.7220,4.0600
2016-12-08,1.7850,3.3240,3.3334,4.4250,2.2870,3.7380,4.0600
2016-12-07,1.7950,3.3280,3.3499,4.4281,2.2820,3.7530,4.0620
2016-12-06,1.7890,3.3170,3.3316,4.4180,2.2710,3.7270,4.0590
2016-12-05,1.7840,3.3170,3.3306,4.4123,2.2740,3.7200,4.0580
2016-12-02,1.7880,3.3040,3.3424,4.4152,2.2870,3.7300,4.0610
2016-12-01,1.8030,3.3230,3.3879,4.4379,2.3100,3.7590,4.0660
2016-11-30,1.8000,3.3090,3.3750,4.4299,2.2940,3.7590,4.0640
2016-11-29,1.8050,3.3300,3.3782,4.4361,2.3160,3.7800,4.0730
2016-11-28,1.8090,3.3340,3.4043,4.4220,2.3010,3.7840,4.0770
2016-11-25,1.8110,3.3250,3.4075,4.4220,2.2990,3.7870,4.0770
2016-11-24,1.8070,3.3150,3.4311,4.4172,2.2780,3.7810,4.0740
2016-11-23,1.8060,3.3150,3.4463,4.4133,2.2640,3.7790,4.0730
2016-11-22,1.8110,3.3150,3.4610,4.4114,2.2600,3.7860,4.0750
2016-11-21,1.8090,3.3090,3.4296,4.4064,2.2470,3.7780,4.0720
2016-11-18,1.8120,3.3030,3.4034,4.4093,2.2340,3.7840,4.0720
2016-11-17,1.8150,3.3070,3.4037,4.4142,2.2480,3.7970,4.0750
2016-11-16,1.8160,3.3050,3.4058,4.4131,2.2470,3.8030,4.0750
2016-11-15,1.8160,3.3040,3.4060,4.4135,2.2500,3.7980,4.0720
2016-11-14,1.8070,3.2950,3.3801,4.4038,2.2460,3.7910,4.0710
2016-11-11,1.8170,3.2950,3.3718,4.4041,2.2450,3.8010,4.0730
2016-11-10,1.8280,3.2960,3.3654,4.4087,2.2330,3.8120,4.0710
2016-11-09,1.8270,3.2770,3.3255,4.3959,2.2090,3.7800,4.0660
2016-11-08,1.8200,3.2920,3.3490,4.4012,2.2270,3.7940,4.0680
2016-11-07,1.8140,3.2810,3.3305,4.3949,2.2190,3.7810,4.0650
2016-11-04,1.8220,3.2830,3.3278,4.4022,2.2190,3.7870,4.0660
2016-11-03,1.8330,3.2950,3.3225,4.4110,2.2310,3.7940,4.0710
2016-11-02,1.8320,3.2820,3.2978,4.4091,2.2130,3.7900,4.0650
2016-11-01,1.8300,3.2950,3.3132,4.4175,2.2310,3.8110,4.0680
2016-10-31,1.8150,3.2810,3.2807,4.4031,2.2150,3.7850,4.0630
2016-10-28,1.8090,3.2810,3.2786,4.4106,2.2130,3.7940,4.0640
2016-10-27,1.8190,3.2890,3.3035,4.4166,2.2200,3.8050,4.0670
2016-10-26,1.8260,3.2920,3.3067,4.4156,2.2230,3.8060,4.0700
2016-10-25,1.8260,3.3020,3.3196,4.4177,2.2330,3.8220,4.0730
2016-10-24,1.8250,3.3050,3.3070,4.4150,2.2230,3.8150,4.0720
2016-10-21,1.8160,3.2820,3.2882,4.4041,2.2010,3.7960,4.0650
2016-10-20,1.8250,3.2890,3.2968,4.4104,2.1980,3.8130,4.0610
2016-10-19,1.8280,3.2780,3.2905,4.4038,2.1950,3.8190,4.0600
2016-10-18,1.8330,3.2820,3.2937,4.4125,2.1980,3.8330,4.0600
2016-10-17,1.8200,3.2610,3.2682,4.3940,2.1680,3.8010,4.0510
2016-10-14,1.8290,3.2810,3.2771,4.4042,2.1860,3.8150,4.0550
2016-10-13,1.8320,3.2780,3.2878,4.4095,2.1830,3.8300,4.0580
2016-10-12,1.8380,3.2810,3.2850,4.4142,2.1880,3.8260,4.0540
2016-10-11,1.8380,3.2840,3.2833,4.4127,2.1950,3.8350,4.0550
2016-10-10,1.8360,3.2770,3.2692,4.4094,2.1940,3.8270,4.0510
2016-09-30,1.8130,3.2510,3.2276,4.3878,2.1770,3.7640,4.0420
2016-09-29,1.8040,3.2390,3.2174,4.3818,2.1680,3.7430,4.0390
2016-09-28,1.7980,3.2340,3.2148,4.3765,2.1590,3.7300,4.0360
2016-09-27,1.7960,3.2360,3.2277,4.3723,2.1600,3.7250,4.0380
2016-09-26,1.7880,3.2270,3.2204,4.3629,2.1450,3.7100,4.0350
2016-09-23,1.8120,3.2650,3.2712,4.3825,2.1820,3.7550,4.0440
2016-09-22,1.8120,3.2680,3.2806,4.3834,2.1870,3.7620,4.0460
2016-09-21,1.8060,3.2570,3.2688,4.3768,2.1660,3.7350,4.0430
2016-09-20,1.8050,3.2520,3.2825,4.3731,2.1670,3.7370,4.0430
2016-09-19,1.8000,3.2540,3.2904,4.3744,2.1730,3.7320,4.0420
2016-09-14,1.7880,3.2400,3.2600,4.3569,2.1570,3.7030,4.0360
2016-09-13,1.7960,3.2410,3.2718,4.3657,2.1680,3.7200,4.0410
2016-09-12,1.7930,3.2390,3.2589,4.3569,2.1640,3.6920,4.0400
2016-09-09,1.8230,3.2730,3.3325,4.3914,2.2060,3.7610,4.0510
2016-09-08,1.8340,3.2840,3.3511,4.4031,2.2190,3.7650,4.0550
2016-09-07,1.8280,3.2750,3.3425,4.4001,2.2120,3.7720,4.0550
2016-09-06,1.8240,3.2710,3.3424,4.4012,2.2100,3.7570,4.0540
2016-09-05,1.8140,3.2320,3.3069,4.3840,2.1920,3.7110,4.0480
2016-09-02,1.8120,3.2210,3.3015,4.3780,2.1870,3.7000,4.0460
2016-09-01,1.8230,3.2240,3.3111,4.3823,2.1840,3.7210,4.0460
2016-08-31,1.8310,3.2320,3.3414,4.3967,2.1990,3.7360,4.0500
2016-08-30,1.8260,3.2250,3.3381,4.3965,2.1950,3.7410,4.0490
2016-08-29,1.8300,3.2290,3.3371,4.3978,2.1910,3.7410,4.0510
2016-08-26,1.8250,3.2270,3.3287,4.3985,2.1870,3.7310,4.0500
2016-08-25,1.8190,3.2240,3.3186,4.3945,2.1850,3.7250,4.0480
2016-08-24,1.8200,3.2350,3.3327,4.4070,2.1980,3.7160,4.0520
2016-08-23,1.8210,3.2300,3.3252,4.4144,2.2090,3.7100,4.0510
2016-08-22,1.8140,3.2190,3.3159,4.4118,2.2030,3.6970,4.0520
2016-08-19,1.8220,3.2430,3.3436,4.4261,2.2170,3.7220,4.0560
2016-08-18,1.8190,3.2360,3.3351,4.4269,2.2200,3.7220,4.0570
2016-08-17,1.8270,3.2390,3.3308,4.4330,2.2290,3.7470,4.0580
2016-08-16,1.8260,3.2270,3.3202,4.4198,2.2280,3.7370,4.0580
2016-08-15,1.8270,3.2260,3.3062,4.4205,2.2450,3.7370,4.0570
2016-08-12,1.8070,3.1870,3.2546,4.3910,2.1930,3.6920,4.0420
2016-08-11,1.8000,3.1570,3.2226,4.3828,2.1610,3.6800,4.0340
2016-08-10,1.8170,3.1760,3.2591,4.3961,2.1680,3.6960,4.0400
2016-08-09,1.8210,3.1900,3.2681,4.4062,2.1780,3.6950,4.0400
2016-08-08,1.8080,3.1740,3.2600,4.3819,2.1600,3.6690,4.0350
2016-08-05,1.7950,3.1510,3.2470,4.3697,2.1410,3.6440,4.0290
2016-08-04,1.7990,3.1510,3.2495,4.3766,2.1520,3.6520,4.0300
2016-08-03,1.8020,3.1500,3.2519,4.3676,2.1530,3.6380,4.0280
2016-08-02,1.7920,3.1400,3.2496,4.3651,2.1440,3.6350,4.0260
2016-08-01,1.7820,3.1330,3.2462,4.3547,2.1310,3.6110,4.0220
2016-07-29,1.8060,3.1610,3.2701,4.3901,2.1620,3.6440,4.0310
2016-07-28,1.8070,3.1710,3.2683,4.3959,2.1650,3.6450,4.0340
2016-07-27,1.7930,3.1530,3.2398,4.3845,2.1370,3.6430,4.0290
2016-07-26,1.8310,3.1960,3.2756,4.4428,2.1680,3.7220,4.0420
2016-07-25,1.8150,3.1690,3.2372,4.4148,2.1300,3.6850,4.0320
2016-07-22,1.8070,3.1590,3.2339,4.4095,2.1270,3.6880,4.0320
2016-07-21,1.8110,3.1820,3.2617,4.4271,2.1560,3.7140,4.0380
2016-07-20,1.8080,3.1790,3.2452,4.4265,2.1430,3.7070,4.0340
2016-07-19,1.8110,3.1760,3.2528,4.4271,2.1470,3.7030,4.0340
2016-07-18,1.8120,3.1790,3.2729,4.4356,2.1680,3.7020,4.0360
2016-07-15,1.8170,3.1850,3.2703,4.4436,2.1650,3.7170,4.0390
2016-07-14,1.8230,3.1830,3.2597,4.4471,2.1600,3.7300,4.0390
2016-07-13,1.8180,3.1910,3.2658,4.4405,2.1660,3.7300,4.0400
2016-07-12,1.8180,3.1720,3.2551,4.4427,2.1590,3.7130,4.0350
2016-07-11,1.7860,3.1410,3.1890,4.4225,2.1050,3.6930,4.0240
2016-07-08,1.7950,3.1500,3.1837,4.4159,2.1000,3.7150,4.0220
2016-07-07,1.8020,3.1540,3.1936,4.4165,2.1080,3.7170,4.0240
2016-07-06,1.7920,3.1530,3.1906,4.4211,2.1070,3.7150,4.0230
2016-07-05,1.7810,3.1460,3.1804,4.4056,2.0870,3.6860,4.0200
2016-07-04,1.7860,3.1440,3.1691,4.4000,2.0810,3.6830,4.0190
2016-07-01,1.7660,3.1200,3.1336,4.3745,2.0360,3.6490,4.0090
2016-06-30,1.7760,3.1150,3.1322,4.3830,2.0300,3.6530,4.0090
2016-06-29,1.7700,3.1130,3.1304,4.3794,2.0290,3.6430,4.0080
2016-06-28,1.7730,3.1160,3.1260,4.3798,2.0250,3.6530,4.0090
2016-06-27,1.7490,3.0850,3.1164,4.3728,2.0200,3.6380,4.0050
2016-06-24,1.7200,3.0500,3.0990,4.3288,1.9940,3.5650,3.9930
2016-06-23,1.7200,3.0610,3.1092,4.3372,2.0150,3.5860,3.9950
2016-06-22,1.7260,3.0740,3.1176,4.3524,2.0260,3.6040,3.9990
2016-06-21,1.7000,3.0570,3.1039,4.3337,2.0100,3.5750,3.9900
2016-06-20,1.7130,3.0630,3.1261,4.3580,2.0170,3.5950,3.9940
2016-06-17,1.7120,3.0490,3.1144,4.3430,2.0160,3.5870,3.9910
2016-06-16,1.6850,3.0400,3.0985,4.3324,1.9920,3.5450,3.9860
2016-06-15,1.6930,3.0420,3.1065,4.3312,2.0040,3.5610,3.9880
2016-06-14,1.6610,2.9940,3.0283,4.2841,1.9630,3.4810,3.9740
2016-06-13,1.6570,2.9930,3.0131,4.2605,1.9460,3.4680,3.9710
2016-06-08,1.7110,3.0650,3.1335,4.3319,1.9990,3.5800,3.9890
2016-06-07,1.7190,3.0790,3.1459,4.3249,2.0110,3.6030,3.9900
2016-06-06,1.7250,3.0750,3.1414,4.3207,2.0050,3.5970,3.9900
2016-06-03,1.7270,3.0800,3.1339,4.3207,2.0070,3.5880,3.9880
2016-06-02,1.7160,3.0590,3.1268,4.3001,1.9880,3.5690,3.9820
2016-06-01,1.7150,3.0510,3.1061,4.2908,1.9800,3.5620,3.9800
2016-05-31,1.7070,3.0480,3.0840,4.2791,1.9820,3.5480,3.9800
2016-05-30,1.6710,2.9890,3.0001,4.2140,1.9240,3.4650,3.9600
2016-05-27,1.6780,2.9920,3.0020,4.2251,1.9250,3.4680,3.9580
2016-05-26,1.6860,2.9950,3.0090,4.2294,1.9250,3.4670,3.9580
2016-05-25,1.6800,2.9850,3.0019,4.2201,1.9280,3.4590,3.9550
2016-05-24,1.6840,2.9910,3.0109,4.2347,1.9360,3.4790,3.9570
2016-05-23,1.6980,3.0050,3.0271,4.2573,1.9560,3.5060,3.9620
2016-05-20,1.6780,2.9840,3.0074,4.2340,1.9390,3.4490,3.9570
2016-05-19,1.6660,2.9660,2.9933,4.2172,1.9300,3.4320,3.9540
2016-05-18,1.6630,2.9630,2.9872,4.1971,1.9330,3.4300,3.9530
2016-05-17,1.7030,2.9980,3.0196,4.2373,1.9540,3.5030,3.9640
2016-05-16,1.6940,3.0070,3.0251,4.2568,1.9660,3.5090,3.9680
2016-05-13,1.6730,2.9850,3.0029,4.2312,1.9480,3.4720,3.9600
2016-05-12,1.6810,2.9880,3.0075,4.2299,1.9580,3.4760,3.9620
2016-05-11,1.6740,2.9810,3.0021,4.2161,1.9480,3.4700,3.9610
2016-05-10,1.6570,2.9810,2.9978,4.2179,1.9150,3.4590,3.9570
2016-05-09,1.6540,2.9800,2.9959,4.2169,1.9180,3.4320,3.9560
2016-05-06,1.6950,3.0210,3.0401,4.2569,1.9600,3.4820,3.9740
2016-05-05,1.7490,3.0850,3.1161,4.3137,2.0090,3.5640,3.9930
2016-05-04,1.7490,3.0860,3.1053,4.3094,2.0030,3.5580,3.9920
2016-05-03,1.7560,3.0910,3.1226,4.3039,1.9960,3.5780,3.9910
2016-04-29,1.7170,3.0540,3.0876,4.2482,1.9590,3.5080,3.9750
2016-04-28,1.7180,3.0560,3.0885,4.2421,1.9560,3.4800,3.9730
2016-04-27,1.7220,3.0680,3.0899,4.2442,1.9560,3.4830,3.9750
2016-04-26,1.7270,3.0800,3.0945,4.2469,1.9650,3.4830,3.9740
2016-04-25,1.7110,3.0590,3.0840,4.2283,1.9510,3.4650,3.9690
2016-04-22,1.7170,3.0510,3.0955,4.2350,1.9540,3.4720,3.9710
2016-04-21,1.7000,3.0350,3.0745,4.2193,1.9470,3.4420,3.9660
2016-04-20,1.7110,3.0420,3.0890,4.2384,1.9510,3.4550,3.9740
2016-04-19,1.7810,3.1130,3.1368,4.2890,1.9890,3.5590,3.9960
2016-04-18,1.7770,3.1070,3.1293,4.2864,1.9830,3.5630,3.9940
2016-04-15,1.8060,3.1360,3.1638,4.3062,2.0060,3.5780,4.0040
2016-04-14,1.8150,3.1380,3.1691,4.2985,2.0050,3.5730,4.0030
2016-04-13,1.8080,3.1250,3.1561,4.2907,1.9930,3.5510,3.9980
2016-04-12,1.7930,3.1080,3.1299,4.2785,1.9680,3.5270,3.9920
2016-04-11,1.7950,3.1180,3.1361,4.2990,1.9750,3.5470,3.9970
2016-04-08,1.7500,3.0940,3.0982,4.2771,1.9440,3.5060,3.9840
2016-04-07,1.7590,3.0840,3.1070,4.2933,1.9610,3.5320,3.9900
2016-04-06,1.7840,3.1150,3.1411,4.3114,1.9880,3.5780,3.9970
2016-04-05,1.7730,3.1120,3.1502,4.2984,1.9890,3.5640,3.9960
2016-04-01,1.7380,3.0720,3.1243,4.2591,1.9610,3.5130,3.9830
2016-03-31,1.7540,3.0790,3.1178,4.2723,1.9580,3.5520,3.9850
2016-03-30,1.7560,3.0650,3.1203,4.2678,1.9580,3.5370,3.9850
2016-03-29,1.7110,3.0000,3.0717,4.2174,1.9110,3.4600,3.9690
2016-03-28,1.7380,3.0390,3.1360,4.2465,1.9280,3.4970,3.9770
2016-03-25,1.7410,3.0560,3.1572,4.2520,1.9350,3.5080,3.9800
2016-03-24,1.7280,3.0520,3.1507,4.2432,1.9230,3.4920,3.9790
2016-03-23,1.7530,3.0740,3.1915,4.2569,1.9450,3.4990,3.9850
2016-03-22,1.7470,3.0550,3.1514,4.2498,1.9400,3.4740,3.9800
2016-03-21,1.7510,3.0590,3.1581,4.2454,1.9500,3.4640,3.9840
2016-03-18,1.7300,3.0270,3.0955,4.2170,1.9160,3.4340,3.9720
2016-03-17,1.6840,2.9810,2.9945,4.1586,1.8820,3.3670,3.9540
2016-03-16,1.6400,2.9320,2.8843,4.1104,1.8600,3.2960,3.9390
2016-03-15,1.6540,2.9450,2.9049,4.1177,1.8610,3.3060,3.9430
2016-03-14,1.6640,2.9400,2.9327,4.1260,1.8590,3.3280,3.9440
2016-03-11,1.6320,2.8900,2.8338,4.0771,1.8240,3.2740,3.9280
2016-03-10,1.6380,2.8810,2.8383,4.0798,1.8250,3.2780,3.9280
2016-03-09,1.6530,2.9090,2.8729,4.1038,1.8530,3.2900,3.9370
2016-03-08,1.6610,2.9300,2.9145,4.1250,1.8870,3.3210,3.9460
2016-03-07,1.6500,2.9170,2.8690,4.1181,1.8930,3.3210,3.9450
2016-03-04,1.6350,2.9000,2.8179,4.0978,1.8790,3.2960,3.9370
2016-03-03,1.6870,2.9390,2.9326,4.1349,1.8670,3.3280,3.9470
2016-03-02,1.6840,2.9350,2.9359,4.1390,1.8600,3.3320,3.9490
2016-03-01,1.6230,2.8550,2.8406,4.0816,1.7850,3.2520,3.9220
2016-02-29,1.6020,2.8110,2.7863,4.0508,1.7500,3.2250,3.9080
2016-02-26,1.6880,2.8900,2.9427,4.1278,1.7830,3.3080,3.9330
2016-02-25,1.6950,2.8810,2.9701,4.1305,1.7530,3.3050,3.9350
2016-02-24,1.7830,3.0290,3.1713,4.2483,1.8670,3.4580,3.9810
2016-02-23,1.7860,3.0230,3.1990,4.2578,1.8460,3.4700,3.9760
2016-02-22,1.7960,3.0340,3.2242,4.2731,1.8520,3.4520,3.9790
2016-02-19,1.7750,2.9950,3.1828,4.2428,1.8090,3.4080,3.9660
2016-02-18,1.7670,2.9940,3.1595,4.2503,1.8100,3.4030,3.9630
2016-02-17,1.7760,3.0040,3.1860,4.2471,1.8180,3.4110,3.9660
2016-02-16,1.7690,2.9920,3.1662,4.2363,1.8040,3.3880,3.9600
2016-02-15,1.7280,2.9280,3.0533,4.1594,1.7510,3.2900,3.9410
2016-02-05,1.7150,2.9260,3.0371,4.1495,1.7590,3.2720,3.9420
2016-02-04,1.7210,2.9360,3.0734,4.1720,1.7630,3.2890,3.9460
2016-02-03,1.6910,2.9080,3.0251,4.1338,1.7400,3.2550,3.9350
2016-02-02,1.6900,2.9050,3.0109,4.1330,1.7500,3.2440,3.9330
2016-02-01,1.6450,2.8460,2.9109,4.0634,1.7100,3.1770,3.9160
2016-01-29,1.6600,2.8580,2.9252,4.0719,1.7310,3.2030,3.9220
2016-01-28,1.6120,2.7880,2.8329,3.9971,1.6790,3.1390,3.9020
2016-01-27,1.6490,2.8560,2.9430,4.0735,1.7220,3.2190,3.9210
2016-01-26,1.6610,2.8580,2.9485,4.1034,1.7270,3.2180,3.9260
2016-01-25,1.7750,2.9840,3.1464,4.2512,1.8300,3.3600,3.9640
2016-01-22,1.7660,2.9600,3.1290,4.2263,1.8110,3.3170,3.9600
2016-01-21,1.7530,2.9430,3.0860,4.1991,1.7920,3.2850,3.9560
2016-01-20,1.7990,3.0040,3.2048,4.2834,1.8450,3.3530,3.9790
2016-01-19,1.8180,3.0390,3.2545,4.3245,1.8850,3.3850,3.9860
2016-01-18,1.7660,2.9710,3.1876,4.2435,1.8300,3.3020,3.9620
2016-01-15,1.7350,2.9440,3.1832,4.2047,1.8310,3.2750,3.9550
2016-01-14,1.7770,3.0070,3.2504,4.2776,1.8990,3.3450,3.9740
2016-01-13,1.7130,2.9520,3.1991,4.1980,1.8580,3.2710,3.9550
2016-01-12,1.7640,3.0180,3.2326,4.2654,1.8950,3.3430,3.9720
2016-01-11,1.7500,3.0120,3.2323,4.2465,1.8940,3.3140,3.9670
2016-01-08,1.8620,3.1280,3.3751,4.3971,1.9900,3.4390,4.0040
2016-01-07,1.8540,3.0910,3.3119,4.3739,1.9340,3.4130,3.9960
2016-01-06,1.9980,3.2490,3.4935,4.5757,2.0650,3.6110,4.0410
2016-01-05,1.9730,3.2190,3.4440,4.5371,2.0150,3.5630,4.0290
2016-01-04,2.0120,3.2350,3.4228,4.5940,2.0020,3.6190,4.0320
2015-12-31,2.1620,3.4090,3.6075,4.8140,2.1340,3.8310,4.0750
2015-12-30,2.1930,3.4350,3.6314,4.8435,2.1500,3.8820,4.0820
2015-12-29,2.1770,3.4310,3.6331,4.8068,2.1420,3.8450,4.0760
2015-12-28,2.1700,3.4210,3.5993,4.7893,2.1250,3.8310,4.0720
2015-12-25,2.2020,3.4870,3.6857,4.8389,2.1820,3.8940,4.0810
2015-12-24,2.1850,3.4810,3.6773,4.8142,2.1730,3.8720,4.0770
2015-12-23,2.1850,3.4910,3.7116,4.8182,2.1900,3.8780,4.0780
2015-12-22,2.2060,3.5020,3.7012,4.8317,2.1950,3.9160,4.0830
2015-12-21,2.1910,3.4770,3.6918,4.8132,2.1840,3.8970,4.0800
2015-12-18,2.1580,3.4390,3.5977,4.7603,2.1190,3.8670,4.0660
2015-12-17,2.1350,3.4210,3.5926,4.7787,2.1040,3.8890,4.0630
2015-12-16,2.1070,3.3790,3.5384,4.7072,2.0570,3.8240,4.0540
2015-12-15,2.1000,3.3620,3.5497,4.6900,2.0620,3.7850,4.0500
2015-12-14,2.0780,3.3450,3.5729,4.6688,2.0640,3.7540,4.0480
2015-12-11,2.0610,3.2940,3.5808,4.6325,2.0140,3.7380,4.0390
2015-12-10,2.0760,3.3180,3.6353,4.6342,2.0150,3.7840,4.0420
2015-12-09,2.0640,3.3190,3.6073,4.6460,2.0240,3.7960,4.0450
2015-12-08,2.0780,3.3250,3.6241,4.6496,2.0120,3.7770,4.0450
2015-12-07,2.1180,3.3570,3.6451,4.6898,2.0440,3.7820,4.0520
2015-12-04,2.1020,3.3380,3.5794,4.6690,2.0460,3.7490,4.0470
2015-12-03,2.1050,3.3700,3.5990,4.6607,2.0840,3.7600,4.0510
2015-12-02,2.0750,3.3280,3.4948,4.6098,2.0690,3.6880,4.0450
2015-12-01,2.0940,3.3100,3.5715,4.6001,1.9930,3.7330,4.0400
2015-11-30,2.0870,3.3080,3.6274,4.5667,1.9740,3.7710,4.0380
2015-11-27,2.0830,3.2930,3.5824,4.5436,1.9580,3.7150,4.0350
2015-11-26,2.1920,3.4140,3.7822,4.6964,2.0590,3.8520,4.0590
2015-11-25,2.2220,3.4130,3.8164,4.7073,2.0650,3.8850,4.0610
2015-11-24,2.1850,3.3740,3.7477,4.6563,2.0480,3.8270,4.0570
2015-11-23,2.1710,3.3680,3.7033,4.6507,2.0410,3.7840,4.0560
2015-11-20,2.1810,3.3830,3.7463,4.6830,2.0450,3.8180,4.0610
2015-11-19,2.1720,3.3660,3.7017,4.6468,2.0450,3.7850,4.0570
2015-11-18,2.1390,3.3170,3.5892,4.5900,2.0220,3.6990,4.0480
2015-11-17,2.1690,3.3450,3.6536,4.6163,2.0380,3.7310,4.0530
2015-11-16,2.1960,3.3600,3.6953,4.6261,2.0400,3.7450,4.0540
2015-11-13,2.1690,3.3230,3.5901,4.5983,2.0280,3.6980,4.0470
2015-11-12,2.2090,3.3540,3.6731,4.6601,2.0540,3.7570,4.0540
2015-11-11,2.1980,3.3560,3.6809,4.6683,2.0590,3.7300,4.0560
2015-11-10,2.1410,3.3430,3.6137,4.6363,2.0580,3.6930,4.0560
2015-11-09,2.1530,3.3480,3.5949,4.6281,2.0620,3.6700,4.0570
2015-11-06,2.1200,3.3210,3.5106,4.5844,2.0450,3.6240,4.0530
2015-11-05,2.0860,3.2700,3.4105,4.5175,2.0080,3.5360,4.0480
2015-11-04,2.0990,3.2560,3.4209,4.5031,1.9790,3.5480,4.0460
2015-11-03,2.0060,3.1690,3.2647,4.3772,1.8960,3.4210,4.0340
2015-11-02,2.0080,3.1710,3.2807,4.3874,1.8990,3.4100,4.0350
2015-10-30,2.0530,3.1860,3.3612,4.4308,1.9250,3.4200,4.0390
2015-10-29,2.0690,3.1660,3.3572,4.4196,1.9230,3.3900,4.0400
2015-10-28,2.0710,3.1540,3.3368,4.4076,1.9120,3.3890,4.0380
2015-10-27,2.1130,3.1820,3.4241,4.4759,1.9460,3.4480,4.0430
2015-10-26,2.1040,3.1750,3.3891,4.4732,1.9510,3.4160,4.0410
2015-10-23,2.1100,3.1690,3.3710,4.4659,1.9340,3.3930,4.0390
2015-10-22,2.0620,3.1210,3.2821,4.4151,1.8940,3.3350,4.0340
2015-10-21,1.9810,3.0730,3.1528,4.3421,1.8670,3.2680,4.0270
2015-10-20,2.0420,3.1550,3.3434,4.4958,1.9340,3.4000,4.0410
2015-10-19,2.0020,3.1250,3.2691,4.4392,1.9230,3.3590,4.0370
2015-10-16,2.0200,3.1260,3.2924,4.4738,1.9170,3.3800,4.0370
2015-10-15,2.0100,3.1030,3.2578,4.4395,1.9010,3.3600,4.0340
2015-10-14,1.9740,3.0490,3.1503,4.3628,1.8610,3.2920,4.0270
2015-10-13,1.9900,3.0750,3.1841,4.4081,1.8890,3.3220,4.0320
2015-10-12,1.9730,3.0680,3.1374,4.3672,1.8900,3.3140,4.0320
2015-10-09,1.9110,2.9890,3.0151,4.2713,1.8310,3.2250,4.0230
2015-10-08,1.8870,2.9520,2.9745,4.2250,1.8070,3.1870,4.0210
2015-09-30,1.8090,2.8790,2.8558,4.1402,1.7590,3.1030,4.0140
2015-09-29,1.8180,2.8630,2.8606,4.1432,1.7400,3.1100,4.0130
2015-09-28,1.8460,2.8920,2.8941,4.1731,1.7720,3.1310,4.0150
2015-09-25,1.7930,2.8600,2.7926,4.1053,1.7620,3.0680,4.0130
2015-09-24,1.8440,2.8930,2.9009,4.1631,1.7890,3.1270,4.0170
2015-09-23,1.8250,2.8750,2.8666,4.1441,1.7810,3.1100,4.0150
2015-09-22,1.8310,2.8960,2.8696,4.1646,1.8190,3.1340,4.0190
2015-09-21,1.8150,2.8890,2.8629,4.1591,1.8000,3.1230,4.0170
2015-09-18,1.7380,2.8310,2.7352,4.0714,1.7740,3.0590,4.0100
2015-09-17,1.7160,2.8060,2.6716,4.0320,1.7670,3.0180,4.0080
2015-09-16,1.7420,2.8350,2.6743,4.0452,1.8130,3.0340,4.0140
2015-09-15,1.6400,2.7210,2.5149,3.9072,1.7270,2.9150,4.0000
2015-09-14,1.7070,2.8010,2.6462,4.0011,1.7830,2.9820,4.0090
2015-09-11,1.8050,2.9030,2.8259,4.1405,1.8240,3.1010,4.0190
2015-09-10,1.8010,2.8920,2.7992,4.1247,1.8320,3.0950,4.0200
2015-09-09,1.8220,2.9160,2.8420,4.1534,1.8520,3.0950,4.0240
2015-09-08,1.7770,2.8550,2.7595,4.0789,1.8130,3.0220,4.0190
2015-09-07,1.6970,2.7690,2.6689,3.9657,1.7600,2.9460,4.0080
2015-09-02,1.6880,2.7780,2.6327,3.9486,1.8150,2.9390,4.0140
